recept,kategorija,mesto
1053681210340190,18,1
1053681210340190,32,2
1053681210340190,36,3
1053681210340190,42,4
1053681210340190,49,5
1053681210340190,50,6
1053681210340190,56,7
1053681210340190,57,8
1053681210340190,69,9
1053681210340190,78,10
1053681210340190,7710,11
1053681210340190,9948,12
1053851210398289,18,0
1053851210398289,18,0
1053851210398289,19,1
1053851210398289,19,1
1053851210398289,21,2
1053851210398289,21,2
1053851210398289,22,3
1053851210398289,22,3
1053851210398289,40,4
1053851210398289,40,4
1053851210398289,42,5
1053851210398289,42,5
1053851210398289,48,6
1053851210398289,48,6
1053851210398289,54,7
1053851210398289,54,7
1053851210398289,106,8
1053851210398289,106,8
1053851210398289,144,9
1053851210398289,144,9
1053851210398289,159,10
1053851210398289,159,10
1054471210483552,18,0
1054471210483552,21,1
1054471210483552,27,2
1054471210483552,32,3
1054471210483552,34,4
1054471210483552,55,5
1054471210483552,56,6
1054471210483552,78,7
1054471210483552,144,8
1054471210483552,9948,9
1054511210486367,14,0
1054511210486367,14,0
1054511210486367,18,1
1054511210486367,18,1
1054511210486367,19,2
1054511210486367,19,2
1054511210486367,23,3
1054511210486367,23,3
1054511210486367,42,4
1054511210486367,42,4
1054511210486367,45,5
1054511210486367,45,5
1054511210486367,52,6
1054511210486367,52,6
1054511210486367,71,7
1054511210486367,71,7
1054511210486367,110,8
1054511210486367,110,8
1054911210586548,16,0
1054911210586548,21,1
1054911210586548,22,2
1054911210586548,24,3
1054911210586548,30,4
1054911210586548,31,5
1054911210586548,34,6
1054911210586548,49,7
1054911210586548,50,8
1054911210586548,211,9
1054911210586548,9947,10
1054911210586548,9948,11
1054971210598262,11,0
1054971210598262,45,1
1054971210598262,49,2
1054971210598262,50,3
1054971210598262,109,4
105561044545532,14,0
105561044545532,14,0
105561044545532,19,1
105561044545532,19,1
105561044545532,40,2
105561044545532,40,2
105561044545532,41,3
105561044545532,41,3
105561044545532,42,4
105561044545532,42,4
105561044545532,50,5
105561044545532,50,5
105561044545532,56,6
105561044545532,56,6
105561044545532,61,7
105561044545532,61,7
105561044545532,123,8
105561044545532,123,8
105561044545532,144,9
105561044545532,144,9
1055961210832992,15,0
1055961210832992,15,0
1055961210832992,15,0
1055961210832992,18,1
1055961210832992,18,1
1055961210832992,18,1
1055961210832992,19,2
1055961210832992,19,2
1055961210832992,19,2
1055961210832992,20,3
1055961210832992,20,3
1055961210832992,20,3
1055961210832992,32,4
1055961210832992,32,4
1055961210832992,32,4
1055961210832992,57,5
1055961210832992,57,5
1055961210832992,57,5
1055961210832992,77,6
1055961210832992,77,6
1055961210832992,77,6
1055961210832992,78,7
1055961210832992,78,7
1055961210832992,78,7
1055961210832992,144,8
1055961210832992,144,8
1055961210832992,144,8
1056641210921509,13,0
1056641210921509,14,1
1056641210921509,18,2
1056641210921509,21,3
1056641210921509,32,4
1056641210921509,37,5
1056641210921509,49,6
1056641210921509,50,7
1056641210921509,55,8
1056641210921509,56,9
1056641210921509,57,10
1056641210921509,64,11
1056641210921509,99,12
1056641210921509,110,13
1056641210921509,144,14
1056641210921509,1609,15
1057021210932043,14,0
1057021210932043,18,1
1057021210932043,21,2
1057021210932043,49,3
1057021210932043,50,4
1057021210932043,59,5
1057021210932043,64,6
1057021210932043,99,7
1057021210932043,134,8
1057021210932043,148,9
1057371211004344,15,0
1057371211004344,18,1
1057371211004344,25,2
1057371211004344,29,3
1057371211004344,49,4
1057371211004344,50,5
1057371211004344,56,6
1057371211004344,61,7
1057371211004344,65,8
1057371211004344,77,9
1057371211004344,3669,10
1057881211022161,11,0
1057881211022161,50,1
1057881211022161,126,2
1059411211261133,13,0
1059411211261133,14,1
1059411211261133,16,2
1059411211261133,21,3
1059411211261133,49,4
1059411211261133,50,5
1059411211261133,58,6
1059411211261133,66,7
1059411211261133,9947,8
1059411211261133,9948,9
1060011211289393,11,0
1060011211289393,27,1
1060011211289393,29,2
1060011211289393,32,3
1060011211289393,45,4
1060011211289393,50,5
1060011211289393,57,6
1060011211289393,64,7
1060011211289393,84,8
1060011211289393,121,9
1060011211289393,142,10
1060381211352452,14,0
1060381211352452,18,1
1060381211352452,26,2
1060381211352452,49,3
1060381211352452,50,4
1060381211352452,71,5
1060381211352452,98,6
1060381211352452,107,7
1060381211352452,123,8
1061421211444101,16,0
1061421211444101,21,1
1061421211444101,22,2
1061421211444101,24,3
1061421211444101,30,4
1061421211444101,31,5
1061421211444101,48,6
1061421211444101,49,7
1061421211444101,50,8
1061421211444101,59,9
1061421211444101,91,10
1061491211449145,14,0
1061491211449145,18,1
1061491211449145,21,2
1061491211449145,58,3
1061491211449145,116,4
1061491211449145,123,5
1061751211455200,14,0
1061751211455200,15,1
1061751211455200,16,2
1061751211455200,94,3
1061751211455200,123,4
1061831211457019,14,0
1061831211457019,15,1
1061831211457019,21,2
1061831211457019,24,3
1061831211457019,25,4
1061831211457019,80,5
1061831211457019,94,6
1061831211457019,116,7
1061831211457019,123,8
1062461211548223,18,0
1062461211548223,19,1
1062461211548223,21,2
1062461211548223,29,3
1062461211548223,32,4
1062461211548223,42,5
1062461211548223,44,6
1062461211548223,49,7
1062461211548223,50,8
1062461211548223,69,9
1062461211548223,71,10
1062461211548223,83,11
1062461211548223,211,12
1062721211607839,13,0
1062721211607839,13,0
1062721211607839,14,1
1062721211607839,14,1
1062721211607839,21,2
1062721211607839,21,2
1062721211607839,49,3
1062721211607839,49,3
1062721211607839,50,4
1062721211607839,50,4
1062721211607839,58,5
1062721211607839,58,5
1062721211607839,144,6
1062721211607839,144,6
1062831211611655,16,0
1062831211611655,21,1
1062831211611655,49,2
1062831211611655,50,3
1062831211611655,58,4
1062831211611655,66,5
1062831211611655,152,6
1062831211611655,211,7
1062831211611655,9948,8
1062991211619665,19,0
1062991211619665,20,1
1062991211619665,29,2
1062991211619665,32,3
1062991211619665,44,4
1062991211619665,45,5
1062991211619665,49,6
1062991211619665,50,7
1062991211619665,71,8
1062991211619665,83,9
1062991211619665,136,10
1062991211619665,9947,11
1062991211619665,9948,12
106321044787522,16,0
106321044787522,16,0
106321044787522,18,1
106321044787522,18,1
106321044787522,19,2
106321044787522,19,2
106321044787522,21,3
106321044787522,21,3
106321044787522,22,4
106321044787522,22,4
106321044787522,40,5
106321044787522,40,5
106321044787522,42,6
106321044787522,42,6
106321044787522,45,7
106321044787522,45,7
106321044787522,47,8
106321044787522,47,8
106321044787522,59,9
106321044787522,59,9
106321044787522,140,10
106321044787522,140,10
106321044787522,144,11
106321044787522,144,11
106321044787522,9947,12
106321044787522,9947,12
106321044787522,9948,13
106321044787522,9948,13
1063261211631087,11,0
1063261211631087,27,1
1063261211631087,45,2
1063261211631087,50,3
1063261211631087,109,4
1063261211631087,121,5
106551044866839,14,0
106551044866839,34,1
106551044866839,35,2
106551044866839,50,3
106551044866839,148,4
1066811212153175,18,0
1066811212153175,18,0
1066811212153175,19,1
1066811212153175,19,1
1066811212153175,21,2
1066811212153175,21,2
1066811212153175,29,3
1066811212153175,29,3
1066811212153175,40,4
1066811212153175,40,4
1066811212153175,42,5
1066811212153175,42,5
1066811212153175,47,6
1066811212153175,47,6
1066811212153175,49,7
1066811212153175,49,7
1066811212153175,50,8
1066811212153175,50,8
1066811212153175,61,9
1066811212153175,61,9
1066811212153175,132,10
1066811212153175,132,10
1066811212153175,133,11
1066811212153175,133,11
1066811212153175,138,12
1066811212153175,138,12
1066811212153175,144,13
1066811212153175,144,13
1066811212153175,159,14
1066811212153175,159,14
1067621212299601,14,0
1067621212299601,16,1
1067621212299601,18,2
1067621212299601,21,3
1067621212299601,27,4
1067621212299601,48,5
1067621212299601,59,6
1067621212299601,66,7
1067621212299601,99,8
1067621212299601,7710,9
1067621212299601,9948,10
106871044961167,15,0
106871044961167,49,1
106871044961167,50,2
106871044961167,51,3
106871044961167,77,4
106871044961167,99,5
1069071212478543,15,0
1069071212478543,15,0
1069071212478543,18,1
1069071212478543,18,1
1069071212478543,19,2
1069071212478543,19,2
1069071212478543,20,3
1069071212478543,20,3
1069071212478543,28,4
1069071212478543,28,4
1069071212478543,29,5
1069071212478543,29,5
1069071212478543,32,6
1069071212478543,32,6
1069071212478543,45,7
1069071212478543,45,7
1069071212478543,49,8
1069071212478543,49,8
1069071212478543,50,9
1069071212478543,50,9
1069071212478543,71,10
1069071212478543,71,10
1069141212480123,15,0
1069141212480123,15,0
1069141212480123,18,1
1069141212480123,18,1
1069141212480123,19,2
1069141212480123,19,2
1069141212480123,20,3
1069141212480123,20,3
1069141212480123,27,4
1069141212480123,27,4
1069141212480123,32,5
1069141212480123,32,5
1069141212480123,36,6
1069141212480123,36,6
1069141212480123,49,7
1069141212480123,49,7
1069141212480123,50,8
1069141212480123,50,8
1069141212480123,55,9
1069141212480123,55,9
1069141212480123,56,10
1069141212480123,56,10
1069141212480123,78,11
1069141212480123,78,11
1069361212490339,16,0
1069361212490339,21,1
1069361212490339,37,2
1069361212490339,50,3
1069361212490339,58,4
1069361212490339,109,5
1069361212490339,116,6
1069361212490339,211,7
1069361212490339,1609,8
1069791212561652,19,0
1069791212561652,34,1
1069791212561652,35,2
1069791212561652,42,3
1069791212561652,45,4
1069791212561652,48,5
1069791212561652,49,6
1069791212561652,50,7
1069791212561652,55,8
1069791212561652,56,9
1069791212561652,71,10
1069791212561652,74,11
1069791212561652,91,12
1069791212561652,137,13
1070391212579983,18,0
1070391212579983,21,1
1070391212579983,24,2
1070391212579983,30,3
1070391212579983,31,4
1070391212579983,32,5
1070391212579983,48,6
1070411212582973,13,0
1070411212582973,14,1
1070411212582973,21,2
1070411212582973,32,3
1070411212582973,81,4
1070411212582973,144,5
1070411212582973,165,6
1070571212644876,11,0
1070571212644876,12,1
1070571212644876,50,2
1070751212653177,11,0
1070751212653177,11,0
1070751212653177,12,1
1070751212653177,12,1
1070751212653177,50,2
1070751212653177,50,2
1071171212690495,11,0
1071171212690495,27,1
1071171212690495,50,2
1071171212690495,79,3
1071171212690495,109,4
1071171212690495,144,5
1071171212690495,150,6
1071171212690495,151,7
1071621212758464,16,0
1071621212758464,21,1
1071621212758464,29,2
1071621212758464,69,3
1071621212758464,75,4
1071621212758464,84,5
1071621212758464,106,6
1071621212758464,138,7
1072061212910092,18,0
1072061212910092,21,1
1072061212910092,29,2
1072061212910092,59,3
1072061212910092,65,4
1072061212910092,81,5
1072061212910092,144,6
1072121212911603,19,0
1072121212911603,29,1
1072121212911603,32,2
1072121212911603,42,3
1072121212911603,48,4
1072121212911603,49,5
1072121212911603,50,6
1072121212911603,64,7
1072121212911603,83,8
1072121212911603,84,9
1072121212911603,99,10
1072121212911603,109,11
1072121212911603,137,12
1073211213003423,14,0
1073211213003423,16,1
1073211213003423,18,2
1073211213003423,21,3
1073211213003423,24,4
1073211213003423,50,5
1073211213003423,58,6
1073211213003423,69,7
1073451213009796,14,0
1073451213009796,14,0
1073451213009796,15,1
1073451213009796,15,1
1073451213009796,16,2
1073451213009796,16,2
1073451213009796,42,3
1073451213009796,42,3
1073451213009796,48,4
1073451213009796,48,4
1073451213009796,63,5
1073451213009796,63,5
1073451213009796,123,6
1073451213009796,123,6
1073451213009796,136,7
1073451213009796,136,7
1073451213009796,3669,8
1073451213009796,3669,8
1073731213081387,14,0
1073731213081387,18,1
1073731213081387,21,2
1073731213081387,32,3
1073731213081387,40,4
1073731213081387,50,5
1073731213081387,54,6
1073731213081387,57,7
1073731213081387,140,8
1073731213081387,144,9
1073731213081387,148,10
1073731213081387,159,11
1073731213081387,9948,12
1073961213091071,18,0
1073961213091071,27,1
1073961213091071,32,2
1073961213091071,45,3
1073961213091071,49,4
1073961213091071,50,5
1073961213091071,63,6
1073961213091071,71,7
1073961213091071,83,8
1073961213091071,9947,9
1073961213091071,9948,10
1074281213102248,18,0
1074281213102248,28,1
1074281213102248,29,2
1074281213102248,32,3
1074281213102248,34,4
1074281213102248,57,5
1074281213102248,144,6
1074391213109303,18,0
1074391213109303,21,1
1074391213109303,23,2
1074391213109303,28,3
1074391213109303,29,4
1074391213109303,50,5
1074391213109303,59,6
1074391213109303,82,7
1074391213109303,140,8
1074661213168161,13,0
1074661213168161,14,1
1074661213168161,36,2
1074661213168161,48,3
1074661213168161,144,4
1074661213168161,3818,5
1075101213194395,15,0
1075101213194395,15,0
1075101213194395,18,1
1075101213194395,18,1
1075101213194395,19,2
1075101213194395,19,2
1075101213194395,21,3
1075101213194395,21,3
1075101213194395,32,4
1075101213194395,32,4
1075101213194395,42,5
1075101213194395,42,5
1075101213194395,50,6
1075101213194395,50,6
1075101213194395,55,7
1075101213194395,55,7
1075101213194395,56,8
1075101213194395,56,8
1075101213194395,68,9
1075101213194395,68,9
1075101213194395,71,10
