id,title,num_votes,rating,url,time,difficulty,info
1619581269154771,Indisches Hühnchen,117,4.61,https://www.chefkoch.de/rezepte/1619581269154771/Indisches-Huehnchen.html,45,1,in Paprika - Cashew - Kokosmilch - Sauce
1615031268758988,Linsensuppe mit roten Linsen,250,4.61,https://www.chefkoch.de/rezepte/1615031268758988/Linsensuppe-mit-roten-Linsen.html,10,1,indische Dhalsuppe
1423831247151102,Saag Chicken,49,4.61,https://www.chefkoch.de/rezepte/1423831247151102/Saag-Chicken.html,20,0,indisches Hühnchen mit Spinat
1209641226730474,Shahi Paneer,120,4.61,https://www.chefkoch.de/rezepte/1209641226730474/Shahi-Paneer.html,45,1,"Leckeres, vegetarisches indisches Rezept"
1576221265149324,Indische Gewürzsoße,18,4.6,https://www.chefkoch.de/rezepte/1576221265149324/Indische-Gewuerzsosse.html,30,1,Soße für Fladenbrot oder Naan zum Dippen
1083511214130404,Indischer Curry - Kokostopf,38,4.6,https://www.chefkoch.de/rezepte/1083511214130404/Indischer-Curry-Kokostopf.html,25,1,mit Hühnchen und buntem Gemüse
2900761442410674,Hack-Spitzkohl-Topf,15,4.59,https://www.chefkoch.de/rezepte/2900761442410674/Hack-Spitzkohl-Topf.html,10,0,mit Joghurt
2065511334033834,Kichererbsen-Curry Chana Masala,190,4.59,https://www.chefkoch.de/rezepte/2065511334033834/Kichererbsen-Curry-Chana-Masala.html,20,1,"indisch, vegan"
1644921272112504,Paneer Butter Masala,29,4.58,https://www.chefkoch.de/rezepte/1644921272112504/Paneer-Butter-Masala.html,30,0,"nordindisches, vegetarisches Gericht"
1531901258878865,Reis - Pilaw,43,4.58,https://www.chefkoch.de/rezepte/1531901258878865/Reis-Pilaw.html,10,0,indischer Gewürzreis
2826671434712499,Hähnchen süßsauer wie im Chinarestaurant,964,4.68,https://www.chefkoch.de/rezepte/2826671434712499/Haehnchen-suesssauer-wie-im-Chinarestaurant.html,25,1,Unbekannt
2564751401396427,Glasiertes Huhn mit Hoisinsauce und Cashewkernen,151,4.65,https://www.chefkoch.de/rezepte/2564751401396427/Glasiertes-Huhn-mit-Hoisinsauce-und-Cashewkernen.html,30,1,Unbekannt
3676711553884546,Gemüse nach Gonbao-Art,82,4.7,https://www.chefkoch.de/rezepte/3676711553884546/Gemuese-nach-Gonbao-Art.html,15,1,"vegetarisches Wok-Gericht mit dunkler, pikanter Sauce"
1841791298475753,Chinesisches Rindfleisch mit Zwiebeln und Paprika,191,4.58,https://www.chefkoch.de/rezepte/1841791298475753/Chinesisches-Rindfleisch-mit-Zwiebeln-und-Paprika.html,30,1,kann im Wok oder einer tiefen Pfanne zubereitet werden.
